team_id,year,team,seed,finish,weekend,conference,overall_score,offensive_score,defensive_score
2019 VCU,2019,VCU,8,First Round,1,A10,6.28,4.61,6.8
2019 Vermont,2019,Vermont,13,First Round,1,America East,4.68,3.98,4.43
2019 Wisconsin,2019,Wisconsin,5,First Round,1,Big 10,6.81,4.66,7.46
2019 Yale,2019,Yale,14,First Round,1,Ivy,4.76,5.72,4.49
2019 Baylor,2019,Baylor,9,Second Round,1,Big 12,5.07,5.15,3.83
2019 Buffalo,2019,Buffalo,6,Second Round,1,MAC,6.77,6.28,6.53
2019 Florida,2019,Florida,10,Second Round,1,SEC,6.04,4.78,6.07
2019 Iowa,2019,Iowa,10,Second Round,1,Big 10,5.35,5.72,3.67
2019 Kansas,2019,Kansas,4,Second Round,1,Big 12,6.41,5.35,5.89
2019 Liberty,2019,Liberty,12,Second Round,1,ASUN,4.79,4.84,4.49
2019 Maryland,2019,Maryland,6,Second Round,1,Big 10,6.14,5.71,5.63
2019 Minnesota,2019,Minnesota,10,Second Round,1,Big 10,5.16,4.77,4.82
2019 Murray St.,2019,Murray St.,12,Second Round,1,OVC,5.48,6.53,5.43
2019 Ohio St.,2019,Ohio St.,11,Second Round,1,Big 10,5.17,4.54,4.87
2019 Oklahoma,2019,Oklahoma,9,Second Round,1,Big 12,5.81,4.19,6.0
2019 UC Irvine,2019,UC Irvine,13,Second Round,1,Big West,5.17,4.27,5.67
2019 UCF,2019,UCF,9,Second Round,1,AAC,5.76,6.44,6.01
2019 Villanova,2019,Villanova,6,Second Round,1,Big East,5.53,6.11,4.35
2019 Washington,2019,Washington,9,Second Round,1,Pac 12,5.37,5.07,5.41
2019 Wofford,2019,Wofford,7,Second Round,1,Southern,6.66,7.05,5.37
2021 Baylor,2021,Baylor,1,Champion,3,Big 12,8.07,8.16,6.79
2021 Houston,2021,Houston,2,Final Four,3,AAC,7.42,6.59,7.27
2021 UCLA,2021,UCLA,11,Final Four,3,Pac 12,5.65,5.05,4.66
2021 Gonzaga,2021,Gonzaga,1,Runner Up,3,WCC,8.76,9.26,7.7
2021 Arkansas,2021,Arkansas,3,Elite Eight,2,SEC,6.19,5.2,6.04
2021 Michigan,2021,Michigan,1,Elite Eight,2,Big 10,7.53,7.14,7.34
2021 Oregon St.,2021,Oregon St.,12,Elite Eight,2,Pac 12,4.97,4.33,4.65
2021 USC,2021,USC,6,Elite Eight,2,Pac 12,7.24,6.7,6.92
2021 Alabama,2021,Alabama,2,Sweet 16,2,SEC,7.39,5.56,7.52
2021 Creighton,2021,Creighton,5,Sweet 16,2,Big East,6.38,6.01,6.15
2021 Florida St.,2021,Florida St.,4,Sweet 16,2,ACC,7.54,7.53,6.42
2021 Loyola Chicago,2021,Loyola Chicago,8,Sweet 16,2,MVC,6.53,5.74,6.61
2021 Oral Roberts,2021,Oral Roberts,15,Sweet 16,2,Summit,2.98,3.33,3.41
2021 Oregon,2021,Oregon,7,Sweet 16,2,Pac 12,6.34,6.1,5.34
2021 Syracuse,2021,Syracuse,11,Sweet 16,2,ACC,5.03,5.18,4.89
2021 Villanova,2021,Villanova,5,Sweet 16,2,Big East,6.27,6.19,5.27
2021 Appalachian St.,2021,Appalachian St.,16,First Round,1,Sun Belt,1.6,1.57,2.94
2021 BYU,2021,BYU,6,First Round,1,WCC,6.52,5.55,6.07
2021 Clemson,2021,Clemson,7,First Round,1,ACC,5.94,4.03,6.13
2021 Cleveland St.,2021,Cleveland St.,15,First Round,1,Horizon,2.73,2.66,3.18
2021 Colgate,2021,Colgate,14,First Round,1,Patriot,5.01,5.16,4.94
2021 Colorado,2021,Colorado,5,First Round,1,Pac 12,6.33,5.33,5.92
2021 Connecticut,2021,Connecticut,7,First Round,1,Big East,6.72,5.6,6.1
2021 Drake,2021,Drake,11,First Round,1,MVC,5.29,5.08,4.73
2021 Drexel,2021,Drexel,16,First Round,1,CAA,3.19,3.94,2.98
2021 Eastern Washington,2021,Eastern Washington,14,First Round,1,Big Sky,4.19,4.15,4.45
2021 Georgetown,2021,Georgetown,12,First Round,1,Big East,4.43,3.49,4.67
2021 Georgia Tech,2021,Georgia Tech,9,First Round,1,ACC,5.41,5.85,4.71
2021 Grand Canyon,2021,Grand Canyon,15,First Round,1,WAC,4.16,4.23,5.26
2021 Hartford,2021,Hartford,16,First Round,1,America East,2.27,1.82,4.0
2021 Iona,2021,Iona,15,First Round,1,MAAC,3.02,3.41,3.74
2021 Liberty,2021,Liberty,13,First Round,1,ASUN,4.76,4.95,4.61
2021 Michigan St.,2021,Michigan St.,11,First Round,1,Big 10,5.47,3.92,5.02
2021 Missouri,2021,Missouri,9,First Round,1,SEC,5.36,4.67,5.15
2021 Morehead St.,2021,Morehead St.,14,First Round,1,OVC,3.25,3.03,3.93
2021 Mount St. Mary's,2021,Mount St. Mary's,16,First Round,1,NEC,1.43,1.76,3.19
2021 Norfolk St.,2021,Norfolk St.,16,First Round,1,MEAC,2.38,2.3,2.98
2021 North Carolina,2021,North Carolina,8,First Round,1,ACC,5.98,5.21,5.46
2021 Ohio St.,2021,Ohio St.,2,First Round,1,Big 10,6.5,5.89,4.88
2021 Purdue,2021,Purdue,4,First Round,1,Big 10,6.0,5.21,5.08
2021 San Diego St.,2021,San Diego St.,6,First Round,1,MWC,6.67,5.65,6.29
2021 St. Bonaventure,2021,St. Bonaventure,9,First Round,1,A10,5.6,5.28,6.08
2021 Tennessee,2021,Tennessee,5,First Round,1,SEC,6.21,5.06,6.32
2021 Texas,2021,Texas,3,First Round,1,Big 12,6.12,6.09,5.6
2021 Texas Southern,2021,Texas Southern,16,First Round,1,SWAC,2.19,2.51,3.14
2021 UC Santa Barbara,2021,UC Santa Barbara,12,First Round,1,Big West,5.2,5.36,5.26
2021 UNC Greensboro,2021,UNC Greensboro,13,First Round,1,Southern,3.69,3.04,4.36
2021 Utah St.,2021,Utah St.,11,First Round,1,MWC,5.77,4.9,6.14
2021 VCU,2021,VCU,10,First Round,1,A10,5.78,4.59,6.03
2021 Virginia,2021,Virginia,4,First Round,1,ACC,6.82,6.82,6.87
2021 Virginia Tech,2021,Virginia Tech,10,First Round,1,ACC,5.31,4.75,4.99
2021 Wichita St.,2021,Wichita St.,11,First Round,1,AAC,4.76,3.82,4.95
2021 Winthrop,2021,Winthrop,12,First Round,1,Big South,4.8,4.35,4.16
2021 Abilene Christian,2021,Abilene Christian,14,Second Round,1,Southland,4.66,4.38,5.48
2021 Florida,2021,Florida,7,Second Round,1,SEC,5.69,5.41,5.42
2021 Illinois,2021,Illinois,1,Second Round,1,Big 10,7.78,7.6,6.65
2021 Iowa,2021,Iowa,2,Second Round,1,Big 10,7.41,7.33,6.46
2021 Kansas,2021,Kansas,3,Second Round,1,Big 12,5.77,4.13,6.13
2021 LSU,2021,LSU,8,Second Round,1,SEC,5.81,5.86,5.28
2021 Maryland,2021,Maryland,10,Second Round,1,Big 10,5.7,4.86,5.71
2021 North Texas,2021,North Texas,13,Second Round,1,CUSA,4.32,4.1,5.2
2021 Ohio,2021,Ohio,13,Second Round,1,MAC,4.72,5.32,3.95
2021 Oklahoma,2021,Oklahoma,8,Second Round,1,Big 12,5.56,4.61,5.5
2021 Oklahoma St.,2021,Oklahoma St.,4,Second Round,1,Big 12,5.81,4.76,5.3
2021 Rutgers,2021,Rutgers,10,Second Round,1,Big 10,5.54,4.45,6.15
2021 Texas Tech,2021,Texas Tech,6,Second Round,1,Big 12,6.43,5.5,6.13
2021 West Virginia,2021,West Virginia,3,Second Round,1,Big 12,6.09,5.37,5.18
2021 Wisconsin,2021,Wisconsin,9,Second Round,1,Big 10,6.32,4.53,6.6
2022 Kansas,2022,Kansas,1,Champion,3,Big 12,7.42,7.07,6.73
2022 Duke,2022,Duke,2,Final Four,3,ACC,7.13,7.69,6.68
2022 Villanova,2022,Villanova,2,Final Four,3,Big East,6.62,5.5,6.03
2022 North Carolina,2022,North Carolina,8,Runner Up,3,ACC,5.5,5.35,5.2
2022 Arkansas,2022,Arkansas,4,Elite Eight,2,SEC,5.7,4.99,5.73
2022 Houston,2022,Houston,5,Elite Eight,2,AAC,7.5,7.43,7.57
2022 Miami FL,2022,Miami FL,10,Elite Eight,2,ACC,4.93,5.24,4.22
2022 Saint Peter's,2022,Saint Peter's,15,Elite Eight,2,MAAC,3.7,2.59,4.72
2022 Arizona,2022,Arizona,1,Sweet 16,2,Pac 12,7.67,8.24,7.23
2022 Gonzaga,2022,Gonzaga,1,Sweet 16,2,WCC,7.88,8.13,7.95
2022 Iowa St.,2022,Iowa St.,11,Sweet 16,2,Big 12,5.12,3.8,5.88
2022 Michigan,2022,Michigan,11,Sweet 16,2,Big 10,4.74,5.41,5.12
2022 Providence,2022,Providence,4,Sweet 16,2,Big East,5.29,4.75,5.19
2022 Purdue,2022,Purdue,3,Sweet 16,2,Big 10,6.7,7.67,4.69
2022 Texas Tech,2022,Texas Tech,3,Sweet 16,2,Big 12,7.06,5.89,7.07
2022 UCLA,2022,UCLA,4,Sweet 16,2,Pac 12,6.71,5.14,6.37
2022 Akron,2022,Akron,13,First Round,1,MAC,3.12,3.98,3.64
2022 Alabama,2022,Alabama,6,First Round,1,SEC,5.64,6.07,4.75
2022 Boise St.,2022,Boise St.,8,First Round,1,MWC,5.68,4.45,5.81
2022 Bryant,2022,Bryant,16,First Round,1,NEC,3.0,3.54,3.79
2022 Cal St. Fullerton,2022,Cal St. Fullerton,15,First Round,1,Big West,2.57,2.53,3.08
2022 Chattanooga,2022,Chattanooga,13,First Round,1,Southern,4.64,4.2,4.71
2022 Colgate,2022,Colgate,14,First Round,1,Patriot,3.32,4.43,3.66
2022 Colorado St.,2022,Colorado St.,6,First Round,1,MWC,5.83,5.27,5.23
2022 Connecticut,2022,Connecticut,5,First Round,1,Big East,6.09,5.16,5.9
2022 Davidson,2022,Davidson,10,First Round,1,A10,5.49,5.93,4.36
2022 Delaware,2022,Delaware,15,First Round,1,CAA,3.2,4.25,3.44
2022 Georgia St.,2022,Georgia St.,16,First Round,1,Sun Belt,3.23,1.69,3.41
2022 Indiana,2022,Indiana,12,First Round,1,Big 10,5.46,5.6,6.36
2022 Iowa,2022,Iowa,5,First Round,1,Big 10,7.2,7.15,6.24
2022 Jacksonville St.,2022,Jacksonville St.,15,First Round,1,ASUN,3.07,3.81,3.1
2022 Kentucky,2022,Kentucky,2,First Round,1,SEC,6.99,7.41,6.58
2022 Longwood,2022,Longwood,14,First Round,1,Big South,3.52,3.86,3.01
2022 Loyola Chicago,2022,Loyola Chicago,10,First Round,1,MVC,5.83,5.2,5.64
2022 LSU,2022,LSU,6,First Round,1,SEC,6.4,5.64,7.48
2022 Marquette,2022,Marquette,9,First Round,1,Big East,4.77,4.62,5.33
2022 Montana St.,2022,Montana St.,14,First Round,1,Big Sky,3.28,4.09,3.0
2022 Norfolk St.,2022,Norfolk St.,16,First Round,1,MEAC,2.99,3.66,3.95
2022 Rutgers,2022,Rutgers,11,First Round,1,Big 10,4.35,4.19,5.19
2022 San Diego St.,2022,San Diego St.,8,First Round,1,MWC,5.84,3.96,7.17
2022 San Francisco,2022,San Francisco,10,First Round,1,WCC,5.7,5.2,5.75
2022 Seton Hall,2022,Seton Hall,8,First Round,1,Big East,4.94,3.64,5.42
2022 South Dakota St.,2022,South Dakota St.,13,First Round,1,Summit,4.94,6.03,3.43
2022 Texas A&M Corpus Chris,2022,Texas A&M Corpus Chris,16,First Round,1,Southland,2.11,1.9,2.88
2022 Texas Southern,2022,Texas Southern,16,First Round,1,SWAC,2.68,2.33,4.09
2022 UAB,2022,UAB,12,First Round,1,CUSA,5.01,5.28,5.06
2022 USC,2022,USC,7,First Round,1,Pac 12,5.34,4.91,5.56
2022 Vermont,2022,Vermont,13,First Round,1,America East,4.97,5.34,5.33
2022 Virginia Tech,2022,Virginia Tech,11,First Round,1,ACC,5.72,5.98,5.52
2022 Wright St.,2022,Wright St.,16,First Round,1,Horizon,1.94,3.75,3.04
2022 Wyoming,2022,Wyoming,12,First Round,1,MWC,4.69,4.23,5.01
2022 Yale,2022,Yale,14,First Round,1,Ivy,2.96,1.98,3.65
2022 Auburn,2022,Auburn,2,Second Round,1,SEC,6.74,6.81,7.77
2022 Baylor,2022,Baylor,1,Second Round,1,Big 12,7.57,6.97,6.49
2022 Creighton,2022,Creighton,9,Second Round,1,Big East,4.93,4.52,6.53
2022 Illinois,2022,Illinois,4,Second Round,1,Big 10,5.84,5.94,6.1
2022 Memphis,2022,Memphis,9,Second Round,1,AAC,6.22,6.37,5.67
2022 Michigan St.,2022,Michigan St.,7,Second Round,1,Big 10,5.27,4.55,4.73
2022 Murray St.,2022,Murray St.,7,Second Round,1,OVC,5.63,5.48,5.64
2022 New Mexico St.,2022,New Mexico St.,12,Second Round,1,WAC,4.59,4.65,4.52
2022 Notre Dame,2022,Notre Dame,11,Second Round,1,ACC,5.07,4.57,5.18
2022 Ohio St.,2022,Ohio St.,7,Second Round,1,Big 10,5.6,6.07,5.46
2022 Richmond,2022,Richmond,12,Second Round,1,A10,4.44,4.23,5.2
2022 Saint Mary's,2022,Saint Mary's,5,Second Round,1,WCC,5.73,4.32,5.92
2022 TCU,2022,TCU,9,Second Round,1,Big 12,5.46,4.16,5.05
2022 Tennessee,2022,Tennessee,3,Second Round,1,SEC,7.55,5.87,7.2
2022 Texas,2022,Texas,6,Second Round,1,Big 12,6.24,4.77,6.47
2022 Wisconsin,2022,Wisconsin,3,Second Round,1,Big 10,5.77,4.28,5.85
2023 Connecticut,2023,Connecticut,4,Champion,3,Big East,7.27,7.49,6.81
2023 Florida Atlantic,2023,Florida Atlantic,9,Final Four,3,CUSA,6.69,5.58,6.26
2023 Miami FL,2023,Miami FL,5,Final Four,3,ACC,5.82,6.41,4.29
2023 San Diego St.,2023,San Diego St.,5,Runner Up,3,MWC,6.42,4.85,6.05
2023 Creighton,2023,Creighton,6,Elite Eight,2,Big East,6.44,6.45,6.36
2023 Kansas St.,2023,Kansas St.,3,Elite Eight,2,Big 12,5.87,5.75,5.75
2023 Texas,2023,Texas,2,Elite Eight,2,Big 12,7.12,6.25,6.47
2023 Alabama,2023,Alabama,1,Sweet 16,2,SEC,8.29,7.2,8.06
2023 Arkansas,2023,Arkansas,8,Sweet 16,2,SEC,5.8,5.96,5.77
2023 Houston,2023,Houston,1,Sweet 16,2,AAC,8.19,7.42,8.07
2023 Michigan St.,2023,Michigan St.,7,Sweet 16,2,Big 10,5.79,4.77,5.67
2023 Tennessee,2023,Tennessee,4,Sweet 16,2,SEC,7.35,6.02,7.72
2023 UCLA,2023,UCLA,2,Sweet 16,2,Pac 12,7.15,5.9,7.3
2023 Xavier,2023,Xavier,3,Sweet 16,2,Big East,6.5,6.8,4.92
2023 Arizona,2023,Arizona,2,First Round,1,Pac 12,7.01,7.72,6.21
2023 Arizona St.,2023,Arizona St.,11,First Round,1,Pac 12,5.47,4.37,5.8
2023 Boise St.,2023,Boise St.,10,First Round,1,MWC,5.41,4.18,5.62
2023 Charleston,2023,College of Charleston,12,First Round,1,CAA,5.3,4.52,4.81
2023 Colgate,2023,Colgate,15,First Round,1,Patriot,4.11,5.57,3.36
2023 Drake,2023,Drake,12,First Round,1,MVC,4.88,3.84,5.62
2023 Grand Canyon,2023,Grand Canyon,14,First Round,1,WAC,3.73,3.92,3.61
2023 Howard,2023,Howard,16,First Round,1,MEAC,2.45,3.17,2.51
2023 Illinois,2023,Illinois,9,First Round,1,Big 10,5.75,5.41,5.81
2023 Iona,2023,Iona,13,First Round,1,MAAC,5.16,5.08,5.79
2023 Iowa,2023,Iowa,8,First Round,1,Big 10,5.19,5.7,4.15
2023 Iowa St.,2023,Iowa St.,6,First Round,1,Big 12,5.36,4.69,4.81
2023 Kennesaw St.,2023,Kennesaw St.,14,First Round,1,ASUN,3.67,3.86,3.04
2023 Kent St.,2023,Kent St.,13,First Round,1,MAC,5.04,4.48,4.96
2023 Louisiana,2023,Louisiana Lafayette,13,First Round,1,Sun Belt,4.4,5.0,4.13
2023 Memphis,2023,Memphis,8,First Round,1,AAC,6.31,6.14,5.52
2023 Mississippi St.,2023,Mississippi St.,11,First Round,1,SEC,5.31,4.32,5.93
2023 Montana St.,2023,Montana St.,14,First Round,1,Big Sky,3.84,4.36,3.82
2023 NC St.,2023,North Carolina St.,11,First Round,1,ACC,5.43,4.84,5.17
2023 Nevada,2023,Nevada,11,First Round,1,MWC,4.68,4.48,4.28
2023 Northern Kentucky,2023,Northern Kentucky,16,First Round,1,Horizon,2.64,2.84,3.0
2023 Oral Roberts,2023,Oral Roberts,12,First Round,1,Summit,5.08,5.81,5.16
2023 Princeton,2023,Princeton,15,First Round,1,Ivy,3.55,3.91,3.66
2023 Providence,2023,Providence,11,First Round,1,Big East,5.34,5.79,4.15
2023 Purdue,2023,Purdue,1,First Round,1,Big 10,7.55,7.61,6.66
2023 Southeast Missouri St.,2023,Southeast Missouri St.,16,First Round,1,OVC,0.85,2.09,1.34
2023 Texas A&M,2023,Texas A&M,7,First Round,1,SEC,6.2,5.66,5.29
2023 Texas A&M Corpus Chris,2023,Texas A&M Corpus Chris,16,First Round,1,Southland,2.12,3.1,1.32
2023 Texas Southern,2023,Texas Southern,16,First Round,1,SWAC,0.63,1.05,2.15
2023 UC Santa Barbara,2023,UC Santa Barbara,14,First Round,1,Big West,3.72,4.73,3.7
2023 UNC Asheville,2023,UNC Asheville,15,First Round,1,Big South,2.95,4.11,3.84
2023 USC,2023,USC,10,First Round,1,Pac 12,5.68,5.28,6.06
2023 Utah St.,2023,Utah St.,10,First Round,1,MWC,6.22,6.82,5.42
2023 VCU,2023,VCU,12,First Round,1,A10,5.05,4.82,5.19
2023 Vermont,2023,Vermont,15,First Round,1,America East,4.14,4.25,3.69
2023 Virginia,2023,Virginia,4,First Round,1,ACC,6.11,5.61,5.72
2023 West Virginia,2023,West Virginia,9,First Round,1,Big 12,5.77,5.76,4.6
2023 Auburn,2023,Auburn,9,Second Round,1,SEC,6.24,5.86,6.58
2023 Baylor,2023,Baylor,3,Second Round,1,Big 12,6.49,6.62,4.58
2023 Duke,2023,Duke,5,Second Round,1,ACC,6.55,6.18,6.0
2023 Fairleigh Dickinson,2023,Fairleigh Dickinson,16,Second Round,1,NEC,0.64,2.5,0.0
2023 Furman,2023,Furman,13,Second Round,1,Southern,4.49,5.96,3.63
2023 Gonzaga,2023,Gonzaga,3,Second Round,1,WCC,6.94,7.82,5.26
2023 Indiana,2023,Indiana,4,Second Round,1,Big 10,6.13,6.26,5.72
2023 Kansas,2023,Kansas,1,Second Round,1,Big 12,6.57,5.82,6.43
2023 Kentucky,2023,Kentucky,6,Second Round,1,SEC,6.05,6.48,5.2
2023 Marquette,2023,Marquette,2,Second Round,1,Big East,7.26,7.46,5.72
2023 Maryland,2023,Maryland,8,Second Round,1,Big 10,5.63,5.01,5.76
2023 Missouri,2023,Missouri,7,Second Round,1,SEC,6.1,6.89,4.75
2023 Northwestern,2023,Northwestern,7,Second Round,1,Big 10,5.0,3.77,5.39
2023 Penn St.,2023,Penn St.,10,Second Round,1,Big 10,5.6,4.8,5.3
2023 Pittsburgh,2023,Pittsburgh,11,Second Round,1,ACC,4.69,5.12,4.24
2023 Saint Mary's,2023,Saint Mary's,5,Second Round,1,WCC,6.01,5.43,6.09
2023 TCU,2023,TCU,6,Second Round,1,Big 12,6.4,5.38,5.77
2024 Connecticut,2024,Connecticut,1,Champion,3,Big East,9.41,9.97,7.98
2024 Alabama,2024,Alabama,4,Final Four,3,SEC,6.98,7.98,5.14
2024 NC St.,2024,North Carolina St.,11,Final Four,3,ACC,5.12,4.91,5.04
2024 Purdue,2024,Purdue,1,Runner Up,3,Big 10,8.14,9.24,6.53
2024 Illinois,2024,Illinois,3,Elite Eight,2,Big 10,7.16,7.43,5.81
2024 Clemson,2024,Clemson,6,Elite Eight,2,ACC,6.26,6.54,5.81
2024 Duke,2024,Duke,4,Elite Eight,2,ACC,7.2,7.49,6.04
2024 Tennessee,2024,Tennessee,2,Elite Eight,2,SEC,7.17,6.38,6.99
2024 Iowa St.,2024,Iowa St.,2,Sweet 16,2,Big 12,7.31,6.64,6.8
2024 San Diego St.,2024,San Diego St.,5,Sweet 16,2,MWC,5.82,5.06,5.56
2024 North Carolina,2024,North Carolina,1,Sweet 16,2,ACC,7.03,6.31,6.94
2024 Arizona,2024,Arizona,2,Sweet 16,2,Pac 12,7.43,8.08,6.11
2024 Houston,2024,Houston,1,Sweet 16,2,Big 12,8.87,7.12,8.54
2024 Marquette,2024,Marquette,2,Sweet 16,2,Big East,7.61,7.1,6.22
2024 Creighton,2024,Creighton,3,Sweet 16,2,Big East,6.94,7.56,6.82
2024 Gonzaga,2024,Gonzaga,5,Sweet 16,2,WCC,6.72,7.78,6.2
2024 Auburn,2024,Auburn,4,First Round,1,SEC,8.64,8.66,7.95
2024 BYU,2024,BYU,6,First Round,1,Big 12,6.74,7.03,5.83
2024 Florida Atlantic,2024,Florida Atlantic,8,First Round,1,AAC,5.97,6.59,5.03
2024 Drake,2024,Drake,10,First Round,1,MVC,5.32,5.21,4.48
2024 UAB,2024,UAB,12,First Round,1,AAC,3.95,4.96,3.03
2024 Morehead St.,2024,Morehead St.,14,First Round,1,OVC,3.57,4.83,4.27
2024 South Dakota St.,2024,South Dakota St.,15,First Round,1,Summit,2.94,4.61,3.18
2024 Stetson,2024,Stetson,16,First Round,1,ASUN,1.43,3.57,1.32
2024 Saint Mary's,2024,Saint Mary's,5,First Round,1,WCC,6.28,6.16,5.86
2024 Mississippi St.,2024,Mississippi St.,8,First Round,1,SEC,5.91,5.87,5.43
2024 Nevada,2024,Nevada,10,First Round,1,MWC,5.66,6.1,4.63
2024 New Mexico,2024,New Mexico,11,First Round,1,MWC,6.28,5.84,5.97
2024 Charleston,2024,College of Charleston,13,First Round,1,CAA,4.82,5.36,4.11
2024 Colgate,2024,Colgate,14,First Round,1,Patriot,3.29,3.48,3.96
2024 Long Beach St.,2024,Long Beach St.,15,First Round,1,Big West,2.66,3.98,2.47
2024 Howard,2024,Howard,16,First Round,1,MEAC,1.33,3.45,1.57
2024 Wagner,2024,Wagner,16,First Round,1,NEC,0.0,0.0,1.71
2024 Kentucky,2024,Kentucky,3,First Round,1,SEC,7.06,7.75,5.48
2024 Wisconsin,2024,Wisconsin,5,First Round,1,Big 10,5.94,5.91,4.51
2024 Texas Tech,2024,Texas Tech,6,First Round,1,Big 12,5.57,5.78,4.81
2024 Florida,2024,Florida,7,First Round,1,SEC,6.41,6.87,5.27
2024 Nebraska,2024,Nebraska,8,First Round,1,Big 10,6.56,5.47,6.02
2024 Colorado,2024,Colorado,10,First Round,1,Pac 12,6.14,6.81,5.22
2024 Vermont,2024,Vermont,13,First Round,1,America East,4.25,3.48,4.25
2024 Western Kentucky,2024,Western Kentucky,15,First Round,1,CUSA,3.44,3.41,3.6
2024 Longwood,2024,Longwood,16,First Round,1,Big South,1.99,3.15,2.14
2024 South Carolina,2024,South Carolina,6,First Round,1,SEC,6.26,5.47,5.43
2024 TCU,2024,TCU,9,First Round,1,Big 12,5.86,5.91,4.67
2024 Virginia,2024,Virginia,10,First Round,1,ACC,5.66,4.31,6.5
2024 Colorado St.,2024,Colorado St.,10,First Round,1,MWC,5.96,6.12,5.33
2024 McNeese,2024,McNeese St.,12,First Round,1,Southland,5.38,6.44,4.59
2024 Samford,2024,Samford,13,First Round,1,Southern,5.65,5.98,4.29
2024 Akron,2024,Akron,14,First Round,1,MAC,3.47,4.13,3.99
2024 Saint Peter's,2024,Saint Peter's,15,First Round,1,MAAC,2.0,1.61,2.97
2024 Montana St.,2024,Montana St.,16,First Round,1,Big Sky,1.36,2.97,2.21
2024 Grambling St.,2024,Grambling St.,16,First Round,1,SWAC,1.29,1.72,2.24
2024 Washington St.,2024,Washington St.,7,Second Round,1,Pac 12,5.44,5.44,5.2
2024 Northwestern,2024,Northwestern,9,Second Round,1,Big 10,5.14,5.37,4.12
2024 Duquesne,2024,Duquesne,11,Second Round,1,A10,4.59,3.87,4.76
2024 Yale,2024,Yale,13,Second Round,1,Ivy,4.19,4.34,3.64
2024 Baylor,2024,Baylor,3,Second Round,1,Big 12,6.82,7.96,4.79
2024 Dayton,2024,Dayton,7,Second Round,1,A10,5.95,7.26,5.45
2024 Michigan St.,2024,Michigan St.,9,Second Round,1,Big 10,6.12,5.92,6.17
2024 Grand Canyon,2024,Grand Canyon,12,Second Round,1,WAC,5.08,5.66,4.81
2024 Texas A&M,2024,Texas A&M,9,Second Round,1,SEC,5.35,4.6,4.32
2024 Boise St.,2024,Boise St.,10,Second Round,1,MWC,5.4,5.21,5.23
2024 James Madison,2024,James Madison,12,Second Round,1,Sun Belt,5.37,5.73,5.15
2024 Oakland,2024,Oakland,14,Second Round,1,Horizon,3.27,4.08,2.53
2024 Kansas,2024,Kansas,4,Second Round,1,Big 12,5.98,6.2,6.16
2024 Texas,2024,Texas,7,Second Round,1,Big 12,6.06,6.77,5.43
2024 Utah St.,2024,Utah St.,8,Second Round,1,MWC,5.57,6.22,4.57
2024 Oregon,2024,Oregon,11,Second Round,1,Pac 12,5.79,5.82,4.57
2020 Kansas,2020,Kansas,1,Covid,3,Big 12,7.91,7.35,7.83
2020 Kentucky,2020,Kentucky,2,Covid,2,SEC,6.02,5.87,5.94
2020 Duke,2020,Duke,3,Covid,2,ACC,7.04,6.59,6.65
2020 Wisconsin,2020,Wisconsin,4,Covid,1,Big 10,5.67,3.87,6.1
2020 Auburn,2020,Auburn,5,Covid,2,SEC,6.05,5.58,5.41
2020 Iowa,2020,Iowa,6,Covid,1,Big 10,5.59,5.78,4.82
2020 Providence,2020,Providence,7,Covid,1,Big East,5.52,4.16,5.55
2020 Houston,2020,Houston,8,Covid,1,CUSA,6.35,4.9,6.02
2020 Marquette,2020,Marquette,9,Covid,1,Big East,5.43,5.11,5.21
2020 Arizona St.,2020,Arizona St.,10,Covid,1,Pac 12,4.43,2.83,4.77
2020 East Tennessee St.,2020,East Tennessee St.,11,Covid,1,Southern,5.02,5.15,4.45
2020 Liberty,2020,Liberty,12,Covid,1,Big South,4.76,4.32,5.65
2020 North Texas,2020,North Texas,13,Covid,1,Sun Belt,4.47,5.21,3.9
2020 Belmont,2020,Belmont,14,Covid,1,ASUN,4.57,4.61,5.56
2020 North Dakota St.,2020,North Dakota St.,15,Covid,1,Summit,3.61,3.13,3.93
2020 Siena,2020,Siena,16,Covid,1,MAAC,3.15,4.04,3.71
2020 Dayton,2020,Dayton,1,Covid,3,A10,7.48,8.44,6.89
2020 Florida St.,2020,Florida St.,2,Covid,2,ACC,7.05,6.05,6.33
2020 Villanova,2020,Villanova,3,Covid,2,Big East,6.18,5.23,5.99
2020 Maryland,2020,Maryland,4,Covid,2,ACC,6.15,5.3,6.05
2020 Butler,2020,Butler,5,Covid,1,Horizon,6.1,5.04,6.26
2020 Penn St.,2020,Penn St.,6,Covid,1,Big 10,5.74,4.37,5.78
2020 West Virginia,2020,West Virginia,7,Covid,1,Big East,7.1,4.87,7.03
2020 Colorado,2020,Colorado,8,Covid,1,Pac 12,5.56,4.57,5.6
2020 Florida,2020,Florida,9,Covid,1,SEC,5.78,5.56,5.4
2020 Utah St.,2020,Utah St.,10,Covid,1,Big West,5.94,5.46,6.1
2020 UCLA,2020,UCLA,11,Covid,1,Pac 12,4.55,3.93,3.73
2020 North Carolina St.,2020,North Carolina St.,11,Covid,1,ACC,5.08,4.71,5.33
2020 Texas,2020,Texas,12,Covid,1,Big 12,4.76,3.51,5.47
2020 Richmond,2020,Richmond,12,Covid,1,A10,5.71,4.74,6.05
2020 Akron,2020,Akron,13,Covid,1,MAC,4.51,4.27,5.57
2020 Hofstra,2020,Hofstra,14,Covid,1,CAA,3.37,3.75,3.69
